Order ID	Product	Category	Unit Price	Quantity	Valor	Customer	Ship City	Ship Country	Order Date	Ano
10659	Gorgonzola Telino	Dairy Products	12,5	20	250	Queen Cozinha	Sao Paulo	Brazil	5-Sep-97	
10659	Outback Lager	Beverages	15	40	600	Queen Cozinha	Sao Paulo	Brazil	5-Sep-97	
10660	Sir Rodney's Marmalade	Confections	81	21	1701	Hungry Coyote Import Store	Elgin	USA	8-Sep-97	
10661	Chartreuse verte	Beverages	18	3	54	Hungry Owl All-Night Grocers	Cork	Ireland	9-Sep-97	
10661	Escargots de Bourgogne	Seafood	13,25	49	649,25	Hungry Owl All-Night Grocers	Cork	Ireland	9-Sep-97	
10662	Scottish Longbreads	Confections	12,5	10	125	Lonesome Pine Restaurant	Portland	USA	9-Sep-97	
10663	Singaporean Hokkien Fried Mee	Grains/Cereals	14	30	420	Bon app'	Marseille	France	10-Sep-97	
10663	Boston Crab Meat	Seafood	18,4	30	552	Bon app'	Marseille	France	10-Sep-97	
10663	Manjimup Dried Apples	Produce	53	20	1060	Bon app'	Marseille	France	10-Sep-97	
10664	Ikura	Seafood	31	24	744	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	10-Sep-97	
10664	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	15	315,75	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	10-Sep-97	
10664	Gnocchi di nonna Alice	Grains/Cereals	38	12	456	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	10-Sep-97	
10665	Raclette Courdavault	Dairy Products	55	1	55	Lonesome Pine Restaurant	Portland	USA	11-Sep-97	
10665	Manjimup Dried Apples	Produce	53	20	1060	Lonesome Pine Restaurant	Portland	USA	11-Sep-97	
10665	Lakkalikööri	Beverages	18	10	180	Lonesome Pine Restaurant	Portland	USA	11-Sep-97	
10666	Thüringer Rostbratwurst	Meat/Poultry	123,79	36	4456,44	Richter Supermarkt	Genève	Switzerland	12-Sep-97	
10666	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	10	210,5	Richter Supermarkt	Genève	Switzerland	12-Sep-97	
10667	Gudbrandsdalsost	Dairy Products	36	45	1620	Ernst Handel	Graz	Austria	12-Sep-97	
10667	Flotemysost	Dairy Products	21,5	14	301	Ernst Handel	Graz	Austria	12-Sep-97	
10668	Wimmers gute Semmelknödel	Grains/Cereals	33,25	15	498,75	Die Wandernde Kuh	Stuttgart	Germany	15-Sep-97	
10668	Pâté chinois	Meat/Poultry	24	4	96	Die Wandernde Kuh	Stuttgart	Germany	15-Sep-97	
10668	Gorgonzola Telino	Dairy Products	12,5	8	100	Die Wandernde Kuh	Stuttgart	Germany	15-Sep-97	
10669	Inlagd Sill	Seafood	19	30	570	Simons bistro	Kobenhavn	Denmark	15-Sep-97	
10670	Spegesild	Seafood	12	60	720	Frankenversand	München	Germany	16-Sep-97	
10670	Tunnbröd	Grains/Cereals	9	32	288	Frankenversand	München	Germany	16-Sep-97	
10670	Laughing Lumberjack Lager	Beverages	14	25	350	Frankenversand	München	Germany	16-Sep-97	
10670	Röd Kaviar	Seafood	15	50	750	Frankenversand	München	Germany	16-Sep-97	
10670	Rhönbräu Klosterbier	Beverages	7,75	25	193,75	Frankenversand	München	Germany	16-Sep-97	
10671	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	12	252,6	France restauration	Nantes	France	17-Sep-97	
10671	Tarte au sucre	Confections	49,3	10	493	France restauration	Nantes	France	17-Sep-97	
10671	Pavlova	Confections	17,45	10	174,5	France restauration	Nantes	France	17-Sep-97	
10672	Côte de Blaye	Beverages	263,5	15	3952,5	Berglunds snabbköp	Luleå	Sweden	17-Sep-97	
10672	Flotemysost	Dairy Products	21,5	12	258	Berglunds snabbköp	Luleå	Sweden	17-Sep-97	
10673	Singaporean Hokkien Fried Mee	Grains/Cereals	14	6	84	Wilman Kala	Helsinki	Finland	18-Sep-97	
10673	Ipoh Coffee	Beverages	46	6	276	Wilman Kala	Helsinki	Finland	18-Sep-97	
10673	Pavlova	Confections	17,45	3	52,35	Wilman Kala	Helsinki	Finland	18-Sep-97	
10674	Tunnbröd	Grains/Cereals	9	5	45	Island Trading	Cowes	UK	18-Sep-97	
10675	Tofu	Produce	23,25	30	697,5	Frankenversand	München	Germany	19-Sep-97	
10675	Escargots de Bourgogne	Seafood	13,25	30	397,5	Frankenversand	München	Germany	19-Sep-97	
10675	Perth Pasties	Meat/Poultry	32,8	10	328	Frankenversand	München	Germany	19-Sep-97	
10676	Ikura	Seafood	31	2	62	Tortuga Restaurante	México D.F.	Mexico	22-Sep-97	
10676	Teatime Chocolate Biscuits	Confections	9,2	7	64,4	Tortuga Restaurante	México D.F.	Mexico	22-Sep-97	
10676	Gula Malacca	Condiments	19,45	21	408,45	Tortuga Restaurante	México D.F.	Mexico	22-Sep-97	
10677	Geitost	Dairy Products	2,5	8	20	Antonio Moreno Taquería	México D.F.	Mexico	22-Sep-97	
10677	Gumbär Gummibärchen	Confections	31,23	30	936,9	Antonio Moreno Taquería	México D.F.	Mexico	22-Sep-97	
10678	Queso Manchego La Pastora	Dairy Products	38	100	3800	Save-a-lot Markets	Boise	USA	23-Sep-97	
10678	Geitost	Dairy Products	2,5	30	75	Save-a-lot Markets	Boise	USA	23-Sep-97	
10678	Jack's New England Clam Chowder	Seafood	9,65	120	1158	Save-a-lot Markets	Boise	USA	23-Sep-97	
10678	Tourtière	Meat/Poultry	7,45	30	223,5	Save-a-lot Markets	Boise	USA	23-Sep-97	
10679	Raclette Courdavault	Dairy Products	55	12	660	Blondesddsl père et fils	Strasbourg	France	23-Sep-97	
10680	Singaporean Hokkien Fried Mee	Grains/Cereals	14	40	560	Old World Delicatessen	Anchorage	USA	24-Sep-97	
10680	Gorgonzola Telino	Dairy Products	12,5	20	250	Old World Delicatessen	Anchorage	USA	24-Sep-97	
10680	Pavlova	Confections	17,45	50	872,5	Old World Delicatessen	Anchorage	USA	24-Sep-97	
10681	Teatime Chocolate Biscuits	Confections	9,2	30	276	Great Lakes Food Market	Eugene	USA	25-Sep-97	
10681	Sir Rodney's Scones	Confections	10	12	120	Great Lakes Food Market	Eugene	USA	25-Sep-97	
10681	Wimmers gute Semmelknödel	Grains/Cereals	33,25	28	931	Great Lakes Food Market	Eugene	USA	25-Sep-97	
10682	Louisiana Hot Spiced Okra	Condiments	17	4	68	Antonio Moreno Taquería	México D.F.	Mexico	25-Sep-97	
10682	Geitost	Dairy Products	2,5	30	75	Antonio Moreno Taquería	México D.F.	Mexico	25-Sep-97	
10682	Rhönbräu Klosterbier	Beverages	7,75	30	232,5	Antonio Moreno Taquería	México D.F.	Mexico	25-Sep-97	
10683	Filo Mix	Grains/Cereals	7	9	63	Du monde entier	Nantes	France	26-Sep-97	
10684	Zaanse koeken	Confections	9,5	40	380	Ottilies Käseladen	Köln	Germany	26-Sep-97	
10684	Boston Crab Meat	Seafood	18,4	20	368	Ottilies Käseladen	Köln	Germany	26-Sep-97	
10684	Camembert Pierrot	Dairy Products	34	30	1020	Ottilies Käseladen	Köln	Germany	26-Sep-97	
10685	Jack's New England Clam Chowder	Seafood	9,65	4	38,6	Gourmet Lanchonetes	Campinas	Brazil	29-Sep-97	
10685	Zaanse koeken	Confections	9,5	15	142,5	Gourmet Lanchonetes	Campinas	Brazil	29-Sep-97	
10685	Ikura	Seafood	31	20	620	Gourmet Lanchonetes	Campinas	Brazil	29-Sep-97	
10686	Gumbär Gummibärchen	Confections	31,23	15	468,45	Piccolo und mehr	Salzburg	Austria	30-Sep-97	
10686	Alice Mutton	Meat/Poultry	39	30	1170	Piccolo und mehr	Salzburg	Austria	30-Sep-97	
10687	Mishi Kobe Niku	Meat/Poultry	97	50	4850	Hungry Owl All-Night Grocers	Cork	Ireland	30-Sep-97	
10687	Inlagd Sill	Seafood	19	6	114	Hungry Owl All-Night Grocers	Cork	Ireland	30-Sep-97	
10687	Thüringer Rostbratwurst	Meat/Poultry	123,79	10	1237,9	Hungry Owl All-Night Grocers	Cork	Ireland	30-Sep-97	
10688	Rössle Sauerkraut	Produce	45,6	60	2736	Vaffeljernet	Århus	Denmark	1-Oct-97	
10688	Sasquatch Ale	Beverages	14	14	196	Vaffeljernet	Århus	Denmark	1-Oct-97	
10688	Ikura	Seafood	31	18	558	Vaffeljernet	Århus	Denmark	1-Oct-97	
10689	Chai	Meat/Poultry	18	35	630	Berglunds snabbköp	Luleå	Sweden	1-Oct-97	
10690	Gnocchi di nonna Alice	Grains/Cereals	38	20	760	Hanari Carnes	Rio de Janeiro	Brazil	2-Oct-97	
10690	Original Frankfurter grüne Soße	Condiments	13	30	390	Hanari Carnes	Rio de Janeiro	Brazil	2-Oct-97	
10691	Tarte au sucre	Confections	49,3	48	2366,4	QUICK-Stop	Cunewalde	Germany	3-Oct-97	
10691	Chai	Meat/Poultry	18	30	540	QUICK-Stop	Cunewalde	Germany	3-Oct-97	
10691	Thüringer Rostbratwurst	Meat/Poultry	123,79	40	4951,6	QUICK-Stop	Cunewalde	Germany	3-Oct-97	
10691	Gula Malacca	Condiments	19,45	24	466,8	QUICK-Stop	Cunewalde	Germany	3-Oct-97	
10691	Ipoh Coffee	Beverages	46	40	1840	QUICK-Stop	Cunewalde	Germany	3-Oct-97	
10692	Vegie-spread	Condiments	43,9	20	878	Alfreds Futterkiste	Berlin	Germany	3-Oct-97	
10693	Gudbrandsdalsost	Dairy Products	36	30	1080	White Clover Markets	Seattle	USA	6-Oct-97	
10693	Tourtière	Meat/Poultry	7,45	60	447	White Clover Markets	Seattle	USA	6-Oct-97	
10693	Mishi Kobe Niku	Meat/Poultry	97	6	582	White Clover Markets	Seattle	USA	6-Oct-97	
10693	Röd Kaviar	Seafood	15	15	225	White Clover Markets	Seattle	USA	6-Oct-97	
10694	Uncle Bob's Organic Dried Pears	Produce	30	90	2700	QUICK-Stop	Cunewalde	Germany	6-Oct-97	
10694	Raclette Courdavault	Dairy Products	55	25	1375	QUICK-Stop	Cunewalde	Germany	6-Oct-97	
10694	Outback Lager	Beverages	15	50	750	QUICK-Stop	Cunewalde	Germany	6-Oct-97	
10695	Northwoods Cranberry Sauce	Condiments	40	10	400	Wilman Kala	Helsinki	Finland	7-Oct-97	
10695	Queso Manchego La Pastora	Dairy Products	38	4	152	Wilman Kala	Helsinki	Finland	7-Oct-97	
10695	Guaraná Fantástica	Beverages	4,5	20	90	Wilman Kala	Helsinki	Finland	7-Oct-97	
10696	Alice Mutton	Meat/Poultry	39	20	780	White Clover Markets	Seattle	USA	8-Oct-97	
10696	Spegesild	Seafood	12	18	216	White Clover Markets	Seattle	USA	8-Oct-97	
10697	Steeleye Stout	Beverages	18	9	162	LINO-Delicateses	I. de Margarita	Venezuela	8-Oct-97	
10697	Teatime Chocolate Biscuits	Confections	9,2	7	64,4	LINO-Delicateses	I. de Margarita	Venezuela	8-Oct-97	
10697	Outback Lager	Beverages	15	30	450	LINO-Delicateses	I. de Margarita	Venezuela	8-Oct-97	
10697	Escargots de Bourgogne	Seafood	13,25	30	397,5	LINO-Delicateses	I. de Margarita	Venezuela	8-Oct-97	
10698	Outback Lager	Beverages	15	8	120	Ernst Handel	Graz	Austria	9-Oct-97	
10698	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	65	1368,25	Ernst Handel	Graz	Austria	9-Oct-97	
10698	Alice Mutton	Meat/Poultry	39	8	312	Ernst Handel	Graz	Austria	9-Oct-97	
10698	Queso Cabrales	Dairy Products	21	15	315	Ernst Handel	Graz	Austria	9-Oct-97	
10698	Thüringer Rostbratwurst	Meat/Poultry	123,79	12	1485,48	Ernst Handel	Graz	Austria	9-Oct-97	
10699	Zaanse koeken	Confections	9,5	12	114	Morgenstern Gesundkost	Leipzig	Germany	9-Oct-97	
10700	Sasquatch Ale	Beverages	14	12	168	Save-a-lot Markets	Boise	USA	10-Oct-97	
10700	Chai	Meat/Poultry	18	5	90	Save-a-lot Markets	Boise	USA	10-Oct-97	
10700	Scottish Longbreads	Confections	12,5	40	500	Save-a-lot Markets	Boise	USA	10-Oct-97	
10700	Flotemysost	Dairy Products	21,5	60	1290	Save-a-lot Markets	Boise	USA	10-Oct-97	
10701	Raclette Courdavault	Dairy Products	55	42	2310	Hungry Owl All-Night Grocers	Cork	Ireland	13-Oct-97	
10701	Flotemysost	Dairy Products	21,5	20	430	Hungry Owl All-Night Grocers	Cork	Ireland	13-Oct-97	
10701	Lakkalikööri	Beverages	18	35	630	Hungry Owl All-Night Grocers	Cork	Ireland	13-Oct-97	
10702	Aniseed Syrup	Condiments	10	6	60	Alfreds Futterkiste	Berlin	Germany	13-Oct-97	
10702	Lakkalikööri	Beverages	18	15	270	Alfreds Futterkiste	Berlin	Germany	13-Oct-97	
10703	Chang	Beverages	19	5	95	Folk och fä HB	Bräcke	Sweden	14-Oct-97	
10703	Raclette Courdavault	Dairy Products	55	35	1925	Folk och fä HB	Bräcke	Sweden	14-Oct-97	
10703	Röd Kaviar	Seafood	15	35	525	Folk och fä HB	Bräcke	Sweden	14-Oct-97	
10704	Chef Anton's Cajun Seasoning	Seafood	22	6	132	Queen Cozinha	Sao Paulo	Brazil	14-Oct-97	
10704	Guaraná Fantástica	Beverages	4,5	35	157,5	Queen Cozinha	Sao Paulo	Brazil	14-Oct-97	
10704	Chocolade	Confections	12,75	24	306	Queen Cozinha	Sao Paulo	Brazil	14-Oct-97	
10705	Mascarpone Fabioli	Dairy Products	32	4	128	HILARION-Abastos	San Cristóbal	Venezuela	15-Oct-97	
10705	Gorgonzola Telino	Dairy Products	12,5	20	250	HILARION-Abastos	San Cristóbal	Venezuela	15-Oct-97	
10706	Ipoh Coffee	Beverages	46	24	1104	Old World Delicatessen	Anchorage	USA	16-Oct-97	
10706	Pavlova	Confections	17,45	20	349	Old World Delicatessen	Anchorage	USA	16-Oct-97	
10706	Raclette Courdavault	Dairy Products	55	8	440	Old World Delicatessen	Anchorage	USA	16-Oct-97	
10707	Pâté chinois	Meat/Poultry	24	21	504	Around the Horn	Colchester	UK	16-Oct-97	
10707	Ravioli Angelo	Grains/Cereals	19,5	40	780	Around the Horn	Colchester	UK	16-Oct-97	
10707	Outback Lager	Beverages	15	28	420	Around the Horn	Colchester	UK	16-Oct-97	
10708	Chef Anton's Gumbo Mix	Produce	21,35	4	85,4	The Big Cheese	Portland	USA	17-Oct-97	
10708	Inlagd Sill	Seafood	19	5	95	The Big Cheese	Portland	USA	17-Oct-97	
10709	Manjimup Dried Apples	Produce	53	28	1484	Gourmet Lanchonetes	Campinas	Brazil	17-Oct-97	
10709	Northwoods Cranberry Sauce	Condiments	40	40	1600	Gourmet Lanchonetes	Campinas	Brazil	17-Oct-97	
10709	Camembert Pierrot	Dairy Products	34	10	340	Gourmet Lanchonetes	Campinas	Brazil	17-Oct-97	
10710	Teatime Chocolate Biscuits	Confections	9,2	5	46	Franchi S.p.A.	Torino	Italy	20-Oct-97	
10710	Zaanse koeken	Confections	9,5	5	47,5	Franchi S.p.A.	Torino	Italy	20-Oct-97	
10711	Jack's New England Clam Chowder	Seafood	9,65	42	405,3	Save-a-lot Markets	Boise	USA	21-Oct-97	
10711	Teatime Chocolate Biscuits	Confections	9,2	12	110,4	Save-a-lot Markets	Boise	USA	21-Oct-97	
10711	Perth Pasties	Meat/Poultry	32,8	120	3936	Save-a-lot Markets	Boise	USA	21-Oct-97	
10712	Perth Pasties	Meat/Poultry	32,8	3	98,4	Hungry Owl All-Night Grocers	Cork	Ireland	21-Oct-97	
10712	Gnocchi di nonna Alice	Grains/Cereals	38	30	1140	Hungry Owl All-Night Grocers	Cork	Ireland	21-Oct-97	
10713	Gumbär Gummibärchen	Confections	31,23	30	936,9	Save-a-lot Markets	Boise	USA	22-Oct-97	
10713	Ikura	Seafood	31	18	558	Save-a-lot Markets	Boise	USA	22-Oct-97	
10713	Rogede sild	Seafood	9,5	110	1045	Save-a-lot Markets	Boise	USA	22-Oct-97	
10713	Spegesild	Seafood	12	24	288	Save-a-lot Markets	Boise	USA	22-Oct-97	
10714	Zaanse koeken	Confections	9,5	50	475	Save-a-lot Markets	Boise	USA	22-Oct-97	
10714	Chang	Beverages	19	30	570	Save-a-lot Markets	Boise	USA	22-Oct-97	
10714	Alice Mutton	Meat/Poultry	39	27	1053	Save-a-lot Markets	Boise	USA	22-Oct-97	
10714	Gnocchi di nonna Alice	Grains/Cereals	38	18	684	Save-a-lot Markets	Boise	USA	22-Oct-97	
10714	Escargots de Bourgogne	Seafood	13,25	12	159	Save-a-lot Markets	Boise	USA	22-Oct-97	
10715	Ikura	Seafood	31	21	651	Bon app'	Marseille	France	23-Oct-97	
10715	Flotemysost	Dairy Products	21,5	30	645	Bon app'	Marseille	France	23-Oct-97	
10716	Sir Rodney's Scones	Confections	10	5	50	Rancho grande	Buenos Aires	Argentina	24-Oct-97	
10716	Manjimup Dried Apples	Produce	53	7	371	Rancho grande	Buenos Aires	Argentina	24-Oct-97	
10716	Sirop d'érable	Condiments	28,5	10	285	Rancho grande	Buenos Aires	Argentina	24-Oct-97	
10717	Tourtière	Meat/Poultry	7,45	15	111,75	Frankenversand	München	Germany	24-Oct-97	
10717	Gudbrandsdalsost	Dairy Products	36	25	900	Frankenversand	München	Germany	24-Oct-97	
10717	Sir Rodney's Scones	Confections	10	32	320	Frankenversand	München	Germany	24-Oct-97	
10718	Pavlova	Confections	17,45	20	349	Königlich Essen	Brandenburg	Germany	27-Oct-97	
10718	Queso Manchego La Pastora	Dairy Products	38	36	1368	Königlich Essen	Brandenburg	Germany	27-Oct-97	
10718	Inlagd Sill	Seafood	19	40	760	Königlich Essen	Brandenburg	Germany	27-Oct-97	
10718	Tarte au sucre	Confections	49,3	20	986	Königlich Essen	Brandenburg	Germany	27-Oct-97	
10719	Tourtière	Meat/Poultry	7,45	40	298	Let's Stop N Shop	San Francisco	USA	27-Oct-97	
10719	Nord-Ost Matjeshering	Seafood	25,89	3	77,67	Let's Stop N Shop	San Francisco	USA	27-Oct-97	
10719	Carnarvon Tigers	Beverages	62,5	12	750	Let's Stop N Shop	San Francisco	USA	27-Oct-97	
10720	Steeleye Stout	Beverages	18	21	378	Que Delícia	Rio de Janeiro	Brazil	28-Oct-97	
10720	Flotemysost	Dairy Products	21,5	8	172	Que Delícia	Rio de Janeiro	Brazil	28-Oct-97	
10721	Gula Malacca	Condiments	19,45	50	972,5	QUICK-Stop	Cunewalde	Germany	29-Oct-97	
10722	Gorgonzola Telino	Dairy Products	12,5	50	625	Save-a-lot Markets	Boise	USA	29-Oct-97	
10722	Chang	Beverages	19	3	57	Save-a-lot Markets	Boise	USA	29-Oct-97	
10722	Scottish Longbreads	Confections	12,5	45	562,5	Save-a-lot Markets	Boise	USA	29-Oct-97	
10722	Rhönbräu Klosterbier	Beverages	7,75	42	325,5	Save-a-lot Markets	Boise	USA	29-Oct-97	
10723	Gumbär Gummibärchen	Confections	31,23	15	468,45	White Clover Markets	Seattle	USA	30-Oct-97	
10724	Ikura	Seafood	31	16	496	Mère Paillarde	Montréal	Canada	30-Oct-97	
10724	Sirop d'érable	Condiments	28,5	5	142,5	Mère Paillarde	Montréal	Canada	30-Oct-97	
10725	Pâté chinois	Meat/Poultry	24	6	144	Familia Arquibaldo	Sao Paulo	Brazil	31-Oct-97	
10725	Jack's New England Clam Chowder	Seafood	9,65	12	115,8	Familia Arquibaldo	Sao Paulo	Brazil	31-Oct-97	
10725	Filo Mix	Grains/Cereals	7	4	28	Familia Arquibaldo	Sao Paulo	Brazil	31-Oct-97	
10726	Queso Cabrales	Dairy Products	21	5	105	Eastern Connection	London	UK	03/nov/97	
10726	Chef Anton's Cajun Seasoning	Seafood	22	25	550	Eastern Connection	London	UK	03/nov/97	
10727	Alice Mutton	Meat/Poultry	39	20	780	Reggiani Caseifici	Reggio Emilia	Italy	03/nov/97	
10727	Gnocchi di nonna Alice	Grains/Cereals	38	10	380	Reggiani Caseifici	Reggio Emilia	Italy	03/nov/97	
10727	Raclette Courdavault	Dairy Products	55	10	550	Reggiani Caseifici	Reggio Emilia	Italy	03/nov/97	
10728	Camembert Pierrot	Dairy Products	34	15	510	Queen Cozinha	Sao Paulo	Brazil	04/nov/97	
10728	Pâté chinois	Meat/Poultry	24	12	288	Queen Cozinha	Sao Paulo	Brazil	04/nov/97	
10728	Boston Crab Meat	Seafood	18,4	6	110,4	Queen Cozinha	Sao Paulo	Brazil	04/nov/97	
10728	Nord-Ost Matjeshering	Seafood	25,89	15	388,35	Queen Cozinha	Sao Paulo	Brazil	04/nov/97	
10729	Valkoinen suklaa	Confections	16,25	40	650	LINO-Delicateses	I. de Margarita	Venezuela	04/nov/97	
10729	Sir Rodney's Scones	Confections	10	30	300	LINO-Delicateses	I. de Margarita	Venezuela	04/nov/97	
10729	Chai	Meat/Poultry	18	50	900	LINO-Delicateses	I. de Margarita	Venezuela	04/nov/97	
10730	Pavlova	Confections	17,45	15	261,75	Bon app'	Marseille	France	05/nov/97	
10730	Gorgonzola Telino	Dairy Products	12,5	3	37,5	Bon app'	Marseille	France	05/nov/97	
10730	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	10	210,5	Bon app'	Marseille	France	05/nov/97	
10731	Manjimup Dried Apples	Produce	53	30	1590	Chop-suey Chinese	Bern	Switzerland	06/nov/97	
10731	Sir Rodney's Scones	Confections	10	40	400	Chop-suey Chinese	Bern	Switzerland	06/nov/97	
10732	Lakkalikööri	Beverages	18	20	360	Bon app'	Marseille	France	06/nov/97	
10733	Tofu	Produce	23,25	16	372	Berglunds snabbköp	Luleå	Sweden	07/nov/97	
10733	Filo Mix	Grains/Cereals	7	25	175	Berglunds snabbköp	Luleå	Sweden	07/nov/97	
10733	Rössle Sauerkraut	Produce	45,6	20	912	Berglunds snabbköp	Luleå	Sweden	07/nov/97	
10734	Nord-Ost Matjeshering	Seafood	25,89	15	388,35	Gourmet Lanchonetes	Campinas	Brazil	07/nov/97	
10734	Grandma's Boysenberry Spread	Condiments	25	30	750	Gourmet Lanchonetes	Campinas	Brazil	07/nov/97	
10734	Lakkalikööri	Beverages	18	20	360	Gourmet Lanchonetes	Campinas	Brazil	07/nov/97	
10735	Sirop d'érable	Condiments	28,5	20	570	Let's Stop N Shop	San Francisco	USA	10/nov/97	
10735	Original Frankfurter grüne Soße	Condiments	13	2	26	Let's Stop N Shop	San Francisco	USA	10/nov/97	
10736	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	40	842	Hungry Owl All-Night Grocers	Cork	Ireland	11/nov/97	
10736	Rhönbräu Klosterbier	Beverages	7,75	20	155	Hungry Owl All-Night Grocers	Cork	Ireland	11/nov/97	
10737	Konbu	Seafood	6	4	24	Vins et alcools Chevalier	Reims	France	11/nov/97	
10737	Jack's New England Clam Chowder	Seafood	9,65	12	115,8	Vins et alcools Chevalier	Reims	France	11/nov/97	
10738	Pavlova	Confections	17,45	3	52,35	Spécialités du monde	Paris	France	12/nov/97	
10739	Filo Mix	Grains/Cereals	7	18	126	Vins et alcools Chevalier	Reims	France	12/nov/97	
10739	Inlagd Sill	Seafood	19	6	114	Vins et alcools Chevalier	Reims	France	12/nov/97	
10740	Steeleye Stout	Beverages	18	35	630	White Clover Markets	Seattle	USA	13/nov/97	
10740	Rössle Sauerkraut	Produce	45,6	5	228	White Clover Markets	Seattle	USA	13/nov/97	
10740	Rogede sild	Seafood	9,5	40	380	White Clover Markets	Seattle	USA	13/nov/97	
10740	Gnocchi di nonna Alice	Grains/Cereals	38	14	532	White Clover Markets	Seattle	USA	13/nov/97	
10741	Chang	Beverages	19	15	285	Around the Horn	Colchester	UK	14/nov/97	
10742	Aniseed Syrup	Condiments	10	20	200	Bottom-Dollar Markets	Tsawassen	Canada	14/nov/97	
10742	Camembert Pierrot	Dairy Products	34	50	1700	Bottom-Dollar Markets	Tsawassen	Canada	14/nov/97	
10742	Mozzarella di Giovanni	Dairy Products	34,8	35	1218	Bottom-Dollar Markets	Tsawassen	Canada	14/nov/97	
10743	Spegesild	Seafood	12	28	336	Around the Horn	Colchester	UK	17/nov/97	
10744	Boston Crab Meat	Seafood	18,4	50	920	Vaffeljernet	Århus	Denmark	17/nov/97	
10745	Gula Malacca	Condiments	19,45	16	311,2	QUICK-Stop	Cunewalde	Germany	18/nov/97	
10745	Carnarvon Tigers	Beverages	62,5	24	1500	QUICK-Stop	Cunewalde	Germany	18/nov/97	
10745	Raclette Courdavault	Dairy Products	55	45	2475	QUICK-Stop	Cunewalde	Germany	18/nov/97	
10745	Mozzarella di Giovanni	Dairy Products	34,8	7	243,6	QUICK-Stop	Cunewalde	Germany	18/nov/97	
10746	Tarte au sucre	Confections	49,3	9	443,7	Chop-suey Chinese	Bern	Switzerland	19/nov/97	
10746	Gudbrandsdalsost	Dairy Products	36	40	1440	Chop-suey Chinese	Bern	Switzerland	19/nov/97	
10746	Konbu	Seafood	6	6	36	Chop-suey Chinese	Bern	Switzerland	19/nov/97	
10746	Singaporean Hokkien Fried Mee	Grains/Cereals	14	28	392	Chop-suey Chinese	Bern	Switzerland	19/nov/97	
10747	Jack's New England Clam Chowder	Seafood	9,65	35	337,75	Piccolo und mehr	Salzburg	Austria	19/nov/97	
10747	Gorgonzola Telino	Dairy Products	12,5	8	100	Piccolo und mehr	Salzburg	Austria	19/nov/97	
10747	Gudbrandsdalsost	Dairy Products	36	30	1080	Piccolo und mehr	Salzburg	Austria	19/nov/97	
10747	Vegie-spread	Condiments	43,9	9	395,1	Piccolo und mehr	Salzburg	Austria	19/nov/97	
10748	Gnocchi di nonna Alice	Grains/Cereals	38	28	1064	Save-a-lot Markets	Boise	USA	20/nov/97	
10748	Boston Crab Meat	Seafood	18,4	40	736	Save-a-lot Markets	Boise	USA	20/nov/97	
10748	Tunnbröd	Grains/Cereals	9	44	396	Save-a-lot Markets	Boise	USA	20/nov/97	
10749	Gnocchi di nonna Alice	Grains/Cereals	38	15	570	Island Trading	Cowes	UK	20/nov/97	
10749	Raclette Courdavault	Dairy Products	55	6	330	Island Trading	Cowes	UK	20/nov/97	
10749	Lakkalikööri	Beverages	18	10	180	Island Trading	Cowes	UK	20/nov/97	
10750	Raclette Courdavault	Dairy Products	55	25	1375	Wartian Herkku	Oulu	Finland	21/nov/97	
10750	Tofu	Produce	23,25	5	116,25	Wartian Herkku	Oulu	Finland	21/nov/97	
10750	Rogede sild	Seafood	9,5	40	380	Wartian Herkku	Oulu	Finland	21/nov/97	
10751	Valkoinen suklaa	Confections	16,25	20	325	Richter Supermarkt	Genève	Switzerland	24/nov/97	
10751	Nord-Ost Matjeshering	Seafood	25,89	30	776,7	Richter Supermarkt	Genève	Switzerland	24/nov/97	
10751	Gumbär Gummibärchen	Confections	31,23	12	374,76	Richter Supermarkt	Genève	Switzerland	24/nov/97	
10751	Röd Kaviar	Seafood	15	15	225	Richter Supermarkt	Genève	Switzerland	24/nov/97	
10752	Chai	Meat/Poultry	18	8	144	North/South	London	UK	24/nov/97	
10752	Gudbrandsdalsost	Dairy Products	36	3	108	North/South	London	UK	24/nov/97	
10753	Rogede sild	Seafood	9,5	4	38	Franchi S.p.A.	Torino	Italy	25/nov/97	
10753	Longlife Tofu	Produce	10	5	50	Franchi S.p.A.	Torino	Italy	25/nov/97	
10754	Boston Crab Meat	Seafood	18,4	3	55,2	Magazzini Alimentari Riuniti	Bergamo	Italy	25/nov/97	
10755	Zaanse koeken	Confections	9,5	30	285	Bon app'	Marseille	France	26/nov/97	
10755	Gudbrandsdalsost	Dairy Products	36	25	900	Bon app'	Marseille	France	26/nov/97	
10755	Gnocchi di nonna Alice	Grains/Cereals	38	30	1140	Bon app'	Marseille	France	26/nov/97	
10755	Ravioli Angelo	Grains/Cereals	19,5	14	273	Bon app'	Marseille	France	26/nov/97	
